Date,Tweet,Sentiment
2023-05-13 10:17:05+00:00,@itkumaira @PartaiSocmed @bankbsi_id Ditunggu update nya,1
2023-05-13 10:15:13+00:00,@RochmatPurwanto @bankbsi_id Ngeri sih kalau gini,0
2023-05-13 10:15:03+00:00,"@txtdarionlshop Udh ngeles macam² akhirnya ketauan jg.
Walopun saldo ga seberapa td lgsg gw pindah k rek bank lain.
Pdhl udh enak bgt pake BSI krn fitur layanan yg cukup komplit.",0
2023-05-13 10:13:55+00:00,@RochmatPurwanto @bankbsi_id Inalilahi 😢😢😢,0
2023-05-13 10:09:35+00:00,"@anissudinmarket @paijodirajo @bankbsi_id Klo opini sy, mereka ga peduli data redundan atau enggak",0
2023-05-13 10:07:07+00:00,"@DyantzKa @Reza_M67M @secgron @bankbsi_id Tapi ka, BNI syariah pake bni sama bri juga gratis,setauku pake ATM bank himbara gratis, kalo sekarang ya cuma pake Bsi sama Mandiri aja yg gratis pake Bri berbayar padahal BRI tiap kecamatan ada.",0
2023-05-13 10:04:29+00:00,@secgron @bankbsi_id Tadi ada thread rekening BSI ada yang dibobol nilanya ratusan juta,0
2023-05-13 10:03:32+00:00,@RochmatPurwanto @bankbsi_id Aamiin... semoga dana bisa dikembalikan.,1
2023-05-13 10:00:28+00:00,@fauzanmuhajir @RochmatPurwanto @bankbsi_id saya stay BCA lebih sat set,0
2023-05-13 10:00:03+00:00,bsi kontol bsi kontol bsi kontol bsi kontol bsi kontol bsi kontol bsi kontol bsi kontolbsi kontol bsi kontol bsi kontol bsi kontolbsi kontol bsi kontol bsi kontol bsi kontolbsi kontol bsi kontol bsi kontol bsi kontolbsi kontol bsi kontolbsi kontol bsi kontol @bankbsi_id kontollll,0
2023-05-13 09:58:36+00:00,@bankbsi_id kontolllll,0
2023-05-13 09:57:30+00:00,@morpiggg @MIDRAINMADNESS @secgron @bankbsi_id Dari semenjak kasus 2018 windows udah di tinggalin...,0
2023-05-13 09:57:29+00:00,"@RochmatPurwanto @bankbsi_id Serem juga, makanya warga aceh pda panik langsung tarik semua uangnya..
Soalnya mah disini cuman ada bsi &amp; bank aceh. Untung saldo ku cuman 50k 🥲",0
2023-05-13 09:57:28+00:00,"@omgyubee @bankbsi_id Sbenernya ambil uang bisa tauk, eheheh tapi akunya aja yg gamau mampir top up ke alfa/indo😭😭😭",1
2023-05-13 09:55:41+00:00,"@omgyubee @bankbsi_id adaa aja orng2 nii, dh tau panikan malah bikin tambah panik, bsi ayo cepet bisa🙂🙂",1
2023-05-13 09:53:47+00:00,@RochmatPurwanto @bankbsi_id Aduh ada tuyul di bank,0
2023-05-13 09:52:38+00:00,@bankbsi_id bsi kontol,0
2023-05-13 09:51:18+00:00,"@RochmatPurwanto @bankbsi_id Ampuuun, seriously? @bankbsi_id ngeri banget ini",0
2023-05-13 09:48:44+00:00,@RochmatPurwanto @bankbsi_id Perlukah kita memindahkan uang le rekening lain demi keamanan?,0
2023-05-13 09:47:25+00:00,"@zulaykhsh_ @bankbsi_id ya sabar beb😭😭😭 mending kau ambil semua uang ny deh di cabang terdekat, kan gatau jga bakal pulih kapan😭 biar ga ribet..",0
2023-05-13 09:45:48+00:00,@Sebutirdoang @Reza_M67M @secgron @bankbsi_id Lho klo masalah jaringan atm malah lebih oke bsi menurutku. Klo g nemu atm bsi bisa ke mandiri. Gratis tis tis buat tarik tunai. Atm mandiri lebih bnyk dr bni menurutku,0
2023-05-13 09:43:25+00:00,@RochmatPurwanto @bankbsi_id Mudah2an segera selesai dan dimudahkan segala urusannya 🤲🤲,1
2023-05-13 09:43:15+00:00,@kukuyuyuk @MIDRAINMADNESS @secgron @bankbsi_id Sejarah windows udah rusak di sejarah perserveran bank kok masih di bela🤣🤣,0
2023-05-13 09:40:31+00:00,"@Anfieldbreath @secgron @rayestu @bankbsi_id Betulll… bahkan pernah kerja di perusahaan teknologi pun, it supportnya saat buat standar password g mau ada pergantian rutin karna takut lupa dianya. Kan kocak….",0
2023-05-13 09:37:18+00:00,@RochmatPurwanto @bankbsi_id @riverakurnia cepet” diambil deh kata gua ma,0
2023-05-13 09:36:17+00:00,@secgron @bankbsi_id Oke langsung mindahin duit,0
2023-05-13 09:35:47+00:00,"insya alloh hacker yang nyuri data dan mengganggu sistem sekuriti bank bsi akan mendapatkan balasan yang setimpal, di dunia dan akherat kelak.

ketik 1 agar tersebut disegerakan",1
2023-05-13 09:34:37+00:00,"@RochmatPurwanto @bankbsi_id @bank_indonesia Saran saya mending karyawan-nya diajakin ngobrol bareng deh pak. Krn saya punya pengalaman serupa, ternyata yang berulah orang yang ada di circle kita sendiri. Semoga segera menemukan titik terang, Aamiin.",1
2023-05-13 09:34:10+00:00,@letitvou_ @bankbsi_id ganti bca wae,0
2023-05-13 09:33:49+00:00,"Tidak hanya BSI, semua Bank rentan terhadap serangan malware

#perlindungankonsumen",1
2023-05-13 09:33:06+00:00,"@RochmatPurwanto @bankbsi_id Ternyata sama aja , sistemnya buruk",0
2023-05-13 09:33:00+00:00,"@ZakyFarid @setyodiwantoro @RochmatPurwanto @bankbsi_id @bank_indonesia “Gak sesederhana itu” wkwkw padahal uda jelas ini kesalahan pribadi,",0
2023-05-13 09:31:57+00:00,"@asriyunia4 @__MRaZ @RochmatPurwanto @bankbsi_id Waktu itu pernah aku bank sebelah Gt jg ,terus malah ke blokir mbank tu .. setelah itu gamau lg pake",0
2023-05-13 09:31:52+00:00,@putraesaaa @RochmatPurwanto @drnewstwit @bankbsi_id Dia blm cerita kronologinya .jgn langsung percaya .. blm tentu itu salahnya Bsi,1
2023-05-13 09:29:26+00:00,"@someberriess @Mahardhika_Ais @RochmatPurwanto @bankbsi_id Jangan buru buru jg komplain di medsos, 
Urus dulu dengan pihak bank yang bersangkutan",1
2023-05-13 09:29:14+00:00,@secgron @bankbsi_id Tetep aja data kesebar 🙂,0
2023-05-13 09:28:09+00:00,@bankbsi_id aduh gimana ni mau beli kebutuhan gbs min 😭,0
2023-05-13 09:27:40+00:00,@adidwijayadi @RochmatPurwanto @bankbsi_id Busetttttt.... kelas bank kena ransomware itu gmn ceritanya??? Apa pegawai banknya ada ygnebeng wifi kantor pake gadget pribadi?,0
2023-05-13 09:27:09+00:00,"BSI sistemnya error, BRI banyak kasus. Ayuk bank mana lagi yang mau spill kelemahan.",0
2023-05-13 09:26:17+00:00,"@Mahardhika_Ais @sistiawanto @fajrxxxi @RochmatPurwanto @bankbsi_id saran aja kak kalo ke atm kalo bisa jgn yang di pom bensin/tempat sepi/ atm yg susah dimasukin kartunya. orang jahat makin pinter, jadi kita juga harus aware. setau aku jg kalo emg bnr skimming pasti diganti kok sama bank🫰🏻",1
2023-05-13 09:25:30+00:00,@zeativanuum @secgron @bankbsi_id alhamdulillah masih sama kek hitungan. tarik ga ya 😔,0
2023-05-13 09:23:48+00:00,@secgron @bankbsi_id masih lebih kuat kardus digembok,0
2023-05-13 09:23:22+00:00,11. kami disarankan juga untuk melakukan gugatan hukum ke @bankbsi_id,0
2023-05-13 08:58:33+00:00,"@RochmatPurwanto @bankbsi_id Wahh wahhh, kok ya gawat banget yaa...
Memang harus ngosongin rekening dan nabung di emas trus simpan dirumah nihh, lebih aman sepertinya... Cepet kelar ya mass, semoga uangnya bisa kembaliii... hilang 500rb aja gemeter bangett, gimana masnya sampe ratusan juta....",0
2023-05-13 08:56:13+00:00,@RochmatPurwanto @bankbsi_id udh paling bener BCA,0
2023-05-13 08:55:42+00:00,"@bankbsi_id Barusan sudah bisa transaksi, semoga kuat BSi. Lawan penjahat.  @ojkindonesia   Bantuin uyyy…@BSSN_RI",1
2023-05-13 08:52:30+00:00,"@RochmatPurwanto @bankbsi_id Semoga BSI,bertanggung jawab atas kehilangannya.",0
2023-05-13 08:50:41+00:00,"@bankbsi_id  harus tanggung jawab, tidak bisa hanya minta maaf @OmbudsmanRI137 ini adalah kelalaian yg disengaja,  krn tidak memperkuat system . Bukan hanya soal layanan tapi keamanan  dan perldungan data kami sebagai ko Sumenep adalah HAK",0
2023-05-13 08:50:37+00:00,"@bankbsi_id Belum 100% ya min, ini BSI mbanking saya sudah 3 hari saya reset di hidupin lagi malah minta verivikasi ulang, datang ke kantor BSI offline semua, pake Videocall ga ada yg angkat, haeudeuhh jadi terlunta-lunta nih mbanking ga bisa di pake ! https://t.co/9XUs1OR4qF",0
2023-05-13 08:47:19+00:00,"@21satoeshi @bukanwitch @secgron @bankbsi_id Pantesan dari kemaren gue mau transfer gabisa2 yah, ternyata ini toh masalahnya",0
2023-05-13 08:46:28+00:00,"@joodieth @BetaEpsilonPhi @PNS_Ababil @PNS_Garis_Lucu @pejabrut Kesian banget nasabah @bankbsi_id, lama banget penanganannya ITnya, masa kudu pake rukyah",0
2023-05-13 08:44:03+00:00,@RochmatPurwanto @bankbsi_id Gila ini mah kalo udh segini,0
2023-05-13 08:43:36+00:00,"Rada waswas dengan bank bsi,tapi tep yakin aja si. Nek saham e arb hari senin ,itu yang ditunggu😅",0
2023-05-13 08:42:20+00:00,"@iksannurozi @fauzanmuhajir @RochmatPurwanto @bankbsi_id Kalo aku sih ngecek dana tabungan haji, saldo dll Alhamdulillah aman.  Cuman untuk lebih yakin sebelum menggunakan coba langsung dateng aja ke Bank nya.",1
2023-05-13 08:41:33+00:00,"Ga bisa transfer.. gara2 bsi nih jadi punya utang kannnn, ayolah yang keren dong!! @bankbsi_id",0
2023-05-13 08:41:01+00:00,@secgron @bankbsi_id modar hahaha gas audit ganti direksi bentar lagi,0
2023-05-13 08:40:25+00:00,@bankbsi_id Aktivasi belum bisa sampai sekarang 👎,0
2023-05-13 08:40:23+00:00,Halo @bankbsi_id tanggung jawab dong.,0
2023-05-13 08:39:01+00:00,wah terpantau banyak yang bank rush dari BSI ya. 🫣,0
2023-05-13 08:38:38+00:00,"@paijodirajo @bankbsi_id Sekalinya lu bayar akan di blackmail kedepannya, ga ada gunanya juga.. kalo dah mencakup hajat org bnyak, negara dah harus turun, bsi harus jujur minta pertolongan",0
2023-05-13 08:38:12+00:00,@RochmatPurwanto @bankbsi_id sejak dulu  merasa ada yg something wrong dr bank ini,0
2023-05-13 08:37:55+00:00,"@RochmatPurwanto @bankbsi_id Nabung di bank rasa judi slot.
Uang hilang tak tentu rimbanya, mana jumlahnya ratusan juta  🥲",0
2023-05-13 08:37:15+00:00,"@secgron @bankbsi_id Habis kejadian ini, kira2 berapa ya dana nasabah yang sudah di pindahin ke bank lain.

Ga kebayang jadi AO/RM Funding ny.🥲 Target terget.",0
2023-05-13 08:36:32+00:00,@RochmatPurwanto @bankbsi_id Yang aman di bank mana sih padahal syariah loh,0
2023-05-13 08:36:27+00:00,"@paijodirajo @bankbsi_id Kalo UU PDP udah jalan, seharusnya BSI wajib segera mengumumkan insiden yang terjadi. Gak boleh diam2 aja",0
2023-05-13 08:34:45+00:00,@secgron @bankbsi_id tuhkan. lbh enak bni syariah knp pake disatuin semua,0
2023-05-13 08:34:23+00:00,"@hasti_fuji @bankbsi_id coba terus aja kak, aku berhasil kok transfer. jangan pake BI fast pakenya yang transfer online",1
2023-05-13 08:34:03+00:00,"@RochmatPurwanto @Ccookk_ @bankbsi_id Akan Lebih Baik, 
Ceritakan Kronologinya, 
dan Sertakan Bukti² yg Valid, 
Semoga Cepat Ketemu Solusi Terbaiknya
Aamiin",1
2023-05-13 08:32:59+00:00,"Di kantor pas lg nanya BSI udah bisa apa blm pada ngecek masing2. 

Satu orang bilang “eh bisaa nih”

Yang lain gercep langsung mindahin saldonya ke rekening bank lain.

Efek rusaknya sistem BSI jd turn over sebagian dari nasabahnya yg takut terjadi lagi hal serupa.",0
2023-05-13 08:29:45+00:00,"@bankbsi_id Bsi sampah, tukang ngibul",0
2023-05-13 08:27:36+00:00,@bankbsi_id Minimal kasih pelatihan data security ke orang orang :),1
2023-05-13 08:27:35+00:00,@bankbsi_id @elxcyber sampai detik ini belum bisa tarik tunai.,0
2023-05-13 08:27:02+00:00,astaga saldoku ketahan mau tf dari spay ke bank bsi.,0
2023-05-13 08:24:06+00:00,@bankbsi_id Ampe skg masih belum bisa transfer. Cuma bisa cek saldo,0
2023-05-13 08:23:56+00:00,@bankbsi_id min aplikasi mobile bsinya belum bisa juga ya sampe sekarang?,0
2023-05-13 08:23:46+00:00,mengerikan gini bank bsi,0
2023-05-13 08:23:03+00:00,"@bankbsi_id masih error,min. belum bisa tarik tunai. gimana nih",0
2023-05-13 08:20:44+00:00,Beberapa hari ini layanan Bank Syariah Indonesia (BSI) mengalami gangguan. Menteri BUMN Erick Thohir menyebut ada serangan dan membuat sistem down. https://t.co/yLDH6N8VGI,0
2023-05-13 08:19:13+00:00,"@nanthul8 @bankbsi_id dicoba lagi kak, kalo lagi pake wifi diganti aja dulu ke data seluler",1
2023-05-13 08:19:04+00:00,"@bankbsi_id bubarkan BSI, masih enakan BNI Syariah yg dulu",0
2023-05-13 08:18:02+00:00,"@worksfess Aku bukan nasabah BSI
Tapi klo ku d posisi itu, mending tarik semua
Pindah k lain bank

Selagi msh bisa dtarik
Daripada malah ketahan",0
2023-05-13 08:16:18+00:00,@andika_suleman @laadosilasol @RochmatPurwanto @bankbsi_id Jauh bener bang nyangkutnya,1
2023-05-13 08:15:46+00:00,@fauzanmuhajir @RochmatPurwanto @bankbsi_id Iya Asli jujur ribet bgt gak Sepuh Friendly 😭,0
2023-05-13 08:15:36+00:00,@bankbsi_id Bank Syariah kok bohong sama pelanggan 😴,0
2023-05-13 08:15:16+00:00,@sliyeon @bankbsi_id kak coba deh diganti dulu pake data seluler jangan wifi. biasanya ngaruh juga itu,1
2023-05-13 08:15:08+00:00,"Wanjirr!!! Seram bangettt!!! BSI itu bank BUMN kan ya? Wah, jadi ingat bank BUMN yg itu, yg aduan gue pernah dianggurin lebih dari 5 hari",0
2023-05-13 08:14:29+00:00,"hadehh BSI, kok bisa yaa sampai diserang kaya gitu...... 
kalo sampe ada rush money, abis udah dehh itu bank.

maksudnya infrakstruktur IT nya se buruk itu kah? 
semoga baik-baik aja deh, tapi denger-denger sii katanya BRI mau hengkang jg?",0
2023-05-13 08:14:04+00:00,"@paijodirajo @bankbsi_id Baru kemarin bgt beli sahamnya, masa besok turun 😭",0
2023-05-13 08:13:36+00:00,"Aku tahu satu bank yang begini juga, tapi gak jadi gede gini kaya BSI kasusnya. Senior cerita kalau mereka sampe ga bisa kerja selama beberapa bulan karena sistemnya mereka sendiri kaya dikunci sama si pelaku. Nakutin kwkwkwkwk",0
2023-05-13 08:12:31+00:00,"@iksannurozi @fauzanmuhajir @RochmatPurwanto @bankbsi_id aman insyaAllah kak, https://t.co/yhHmoWMTU9",1
2023-05-13 08:12:16+00:00,"@LelaMelani10 @paijodirajo @bankbsi_id Gak ada, emang BSInya yg payah, pakai play victim segala.",0
2023-05-13 08:12:07+00:00,@PDemokrat Tapi @bankbsi_id Jengkelke mbah,0
2023-05-13 08:11:22+00:00,"@azizbas_ @paijodirajo @bankbsi_id Aduh, jgn harap mereka bakal memberi kompensasi.",0
2023-05-13 08:10:12+00:00,"@PartaiSocmed Waduh, jadi ragu ambil kredit tenor panjang di @bankbsi_id ni gw nasabah baru, nyobain skema 3 tahun",0
2023-05-13 08:10:00+00:00,"@secgron @bankbsi_id bni syariah was much much better, pffft ngapain merger sih.",0
2023-05-13 08:09:58+00:00,"gatau ya ini bener apa engga, tapi cukup bikin panik. mana mindahin dana sekali banyak ga bisa pula. akhirnya tf dikit2 ke bank lain sampe BSI nyisain sekian ratus ribu aja.. gapapa deh boncos di fee admin dari pada dana ilang semua🙂🙂🙂🙂",0
2023-05-13 08:09:56+00:00,@ArephUcil @yeahalfi @secgron @bankbsi_id masalahnya mau tarik dana atmnya pada offline wkwk,0
2023-05-13 08:09:40+00:00,"@muhammadd_rid @azizbas_ @paijodirajo @bankbsi_id Loh yg kerjanya jorokkan stafnya BSI. Ada alasannya knp IT itu hrsnya strick dgn data. Gak bleh pk flashdisk atau membatasi akses browsing ke internet, dsb. Ini human error. BSI hrsnya tggjwb dgn sgl rentetannya. Ada ibu yg hrs ngutang utk belanja sehari2 krn gak bisa ambil uang.",0
2023-05-13 08:09:28+00:00,"Nggak Usah Drama, Nasabah Cuma Mengeluhkan Layanan BSI, Bukan Mau Meninggalkan Bank Syariah via @mojokdotco https://t.co/wa39j3xd0o",0
2023-05-13 08:09:20+00:00,@RochmatPurwanto @bankbsi_id Pantes semalem cowoku suruh ambil semua saldo di BSI karna lagi kena hack..,0
2023-05-13 08:07:56+00:00,@RochmatPurwanto @bankbsi_id Berdasarkan pengalaman saya sebagai IT yg pernah menangani virus tsb. Hanya mengiatkan pentingnya data backup di cloud. Percayalah ransomware tidak akan aktif jika tidak ada unsur penggunanya. Virus tersebut bersifat 🔐data saja. Untuk data credencial user semuanya sdh terenkrip.,1
2023-05-13 08:07:25+00:00,"@secgron @bankbsi_id Hari ini saya pindahkan hampir 99% dana di BSI ke rekening lain. Senin rencananya akan saya tutup deposito disana juga. Selama mereka gak bisa jelasin ke publik rootcause dan perbaikannya (jangka pendek, menengah, panjang), rasanya banyak orang akan pindahkan dananya...",0
2023-05-13 08:04:20+00:00,"Tapi Aceh jelas kacau sih, karena cuman bisa BSI atau Bank Aceh 💁🏻‍♂️",0
2023-05-13 08:04:13+00:00,@leidenislijden_ @secgron @bankbsi_id jangan lupa pake bca,0
2023-05-13 08:03:28+00:00,"@andinaap08 @bankbsi_id Wkwk asli ga ngerti, mana CSnya dichat ga direspon2 :))",0
2023-05-13 08:03:25+00:00,"@p4c3n0g3 @PartaiSocmed Waahh data saya dijual… ayoo tanggung jawab @bankbsi_id 

Cc: @erickthohir @KemenBUMN @jokowi",0
2023-05-13 08:03:20+00:00,"@secgron @bankbsi_id Ga ngerti, yg penting udh tutup buku dari BSI, dan semua dana dipindah ke bank biru yg paling ok",0
2023-05-13 08:02:37+00:00,"@ta_hulll @laadosilasol @RochmatPurwanto @bankbsi_id Aman kok, saldoku ga kenapa kenapa",1
2023-05-13 08:00:39+00:00,@memiii_____ @bukanwitch @secgron @bankbsi_id Pindah aja klo ilang urusnya yg ribet,0
2023-05-13 07:59:42+00:00,"Itulah mengapa , Hacker Indonesia itu sangat dibutuhkan untuk menjadi tameng Sytem Input Data Di Lembaga Pemerintahan dan Non Pemerintah.

😄

Jangan salahkan BSI karena ada syariahnya ,Bank Indonesia saja juga pernah :v Kita seharusnya tingkatkan Sytem bukan menyalahkan.",1
2023-05-13 07:59:26+00:00,@refunwd @bizalazal @bankbsi_id Sampe capek ngecek nya wkwk,0
2023-05-13 07:58:42+00:00,@RochmatPurwanto @bankbsi_id kakak nyaa temen ku hilang 130jt 😭😭😭,0
2023-05-13 07:58:19+00:00,@Sebutirdoang @secgron @bankbsi_id Benerrrr bgt. Bni syariah top,0
2023-05-13 07:57:32+00:00,@RochmatPurwanto @bankbsi_id Ngeri klo gw di mandiri pernah hilang 200rb doang mo komplain males makanya sekarang klo ada tf lgsg ambil ga percaya lagi sama bank,0
2023-05-13 07:56:28+00:00,@secgron @bankbsi_id duh jdi merasa ga aman nyimpen duit di bank,0
2023-05-13 07:56:18+00:00,"@Jenaissantee3 @secgron @bankbsi_id Gpp jennn, harusnya udah aman sekarang",1
2023-05-13 07:54:57+00:00,"@MOrthethere @bankbsi_id dicek secara berkala aja kak. udah bisa kok setauku, pastiin jaringannya stabil kak sama diclear cache",1
2023-05-13 07:52:55+00:00,@bankbsi_id Buat aktivasi masih belum bisa min,0
2023-05-13 07:52:46+00:00,BSI kena ransomware dan orang² sakit hatinya justru menggoreng inkompetensi system security bank ini untuk menyerang Islam.,1
2023-05-13 07:52:40+00:00,"@Malrives @bankbsi_id kak aku abis nyoba top up, alhamdulillah bisa. coba aja lagi kak https://t.co/Tmx860MigR",1
2023-05-13 07:50:27+00:00,@RochmatPurwanto @bankbsi_id Waduh bahaya banget.....,0
2023-05-13 07:50:07+00:00,Ngk beres bank bsi kesan nya kurang beretika baik https://t.co/i0GalYkANu,0
2023-05-13 07:47:40+00:00,"@bankbsi_id punten min, saya mulai was was pake bank nya. Justru karena ga pernah pake mobile banking nya dan emang buat nabung disini. Saya dalam minggu ini mau riset pindah bank syariah. Kamu ga bisa ngejaga amanah saya nitip uang dikamu euy",0
2023-05-13 07:47:13+00:00,@21satoeshi @bukanwitch @secgron @bankbsi_id Gua TF ke bsi gagal coy hari ini,0
2023-05-13 07:47:08+00:00,"ini perampokan bukan pencurian ..

memang harus lebih ketat di keamanan jaringan. penjahatnya kelas perampok

Geng hacker LockBit mengaku meretas layanan Bank Syariah Indonesia (BSI), yang diungkap @darktracer_int dalam akun Twitternya. https://t.co/BjAys4TWSJ",0
2023-05-13 07:46:36+00:00,"Tuhh, ayolah ditindaklanjuti. Biar ga terulang lagi, Yakin Indonesia bisa!!!!. @bankbsi_id @kemkominfo",1
2023-05-13 07:46:22+00:00,"@bankbsi_id MIN KAPAN BISA TOP UP. , saya mau bayar Tagihan Tolong min sudah lewat batas tempo , saya harus bayar uang keterlambatan ini hadehhhhh",0
2023-05-13 07:46:02+00:00,@lita_syafira @bankbsi_id kalo narik udah bisa dari kemarin sih kak. aku juga narik soalnya. nah kalo mau tf pakenya yg transfer online ajaa,1
2023-05-13 07:44:30+00:00,"@secgron @utmman @bankbsi_id kalau emang karna ransom, brarti ada faktor human error. Apakah karyawan nya mau download cheat game zuma ? tapi yang diklik iklan “Download Now” 🤔",0
2023-05-13 07:44:17+00:00,"@bankbsi_id Kapan sih benernya? Mau top up E-Wallet aja gak bisa, payah banget",0
2023-05-13 07:43:59+00:00,@secgron @bankbsi_id Serem bgt,0
2023-05-13 07:42:39+00:00,"@__MRaZ @RochmatPurwanto @bankbsi_id Bener banget, mana  pas mau cek saldo di mbangking gagal login terus",0
2023-05-13 07:42:27+00:00,"INI BSI UDAH BERAPA HARI SERVERNYA DOWN HEH

LAMA-LAMA PINDAH BANK INI GUA",0
2023-05-13 07:41:41+00:00,"Dibobol Geng Ransomware, Komut Bank BSI Pastikan Data Nasabah Aman
https://t.co/h87os8dKK3",1
2023-05-13 07:40:23+00:00,"@RochmatPurwanto @bankbsi_id Innalillahi....kq bisa begitu???
Semoga ada jalan keluar terbaik utk anda. Aamiin YRA🤲",1
2023-05-13 07:40:00+00:00,@RochmatPurwanto @bankbsi_id Efek dari sistem syariah yang tetep pake riba. Syariah mode taikkk @bankbsi_id,0
2023-05-13 07:39:30+00:00,"@paijodirajo @bankbsi_id Meskipun membayar tebusan, ga ada jaminan bahwa data tidak akan disebar",0
2023-05-13 07:39:29+00:00,@paijodirajo @bankbsi_id Sampe skr masih down kok. Normal dari hongkong 😅😅😅,0
2023-05-13 07:38:49+00:00,Dah gw tarik semua duit di BSI.. Sipdah cukup tau @bankbsi_id 👍,0
2023-05-13 07:38:40+00:00,@secgron @bankbsi_id Menyusahkan nasabah,0
2023-05-13 07:38:23+00:00,@bankbsi_id Nder aku mau top up dana kok blm bisa yak😭😭😭😭,0
2023-05-13 07:37:34+00:00,@bankbsi_id Mon maap nih smpe skrg jg masih blm bs top up 🙂,0
2023-05-13 07:36:34+00:00,"@bankbsi_id Internet banking kapan aktif lagi woiiiii , duh ini bank kaya warnet, gangguan nya bs seminggu",0
2023-05-13 07:35:59+00:00,"Bank Syariah Indonesia sempat mengalami gangguan. Geng ransomware LockBit mengaku sebagai dalangnya. Bahkan mereka mengatakan sudah mencuri 1,5 TB data BSI. https://t.co/od65uxQjpa",0
2023-05-13 07:35:19+00:00,Ini gw perlu ngungsiin duit gw di BSI ke bank lain gasih? Serem ini tabungan w masalahnya di BSI 🤯😭,0
2023-05-13 07:34:51+00:00,@RochmatPurwanto @bankbsi_id Ngeri BSI,0
2023-05-13 07:34:17+00:00,"Payah bgt sih @bankbsi_id gue mau makan gimana hey duit gue semua disitu, masa mau narik ataupun tf/toup jg gabisa, kesel bgt deh mana penggajian dan nabung disitu😡👎🏻👎🏻",0
2023-05-13 07:34:04+00:00,@darryllew @RochmatPurwanto @bankbsi_id Berharap viral supaya cepat kembali uang nya tapi data nya ga lengkap di tanya kronologi nya ga di jawab2,0
2023-05-13 07:32:54+00:00,"@RochmatPurwanto @bankbsi_id Parah bamget sih itu kalau pihak bank  gak mau ngurusin . Harus pindah nasabah BSI tutup aja kalau ga bisa nangangin , itu uang nominalnya banyak ..",0
2023-05-13 07:32:46+00:00,@Stakof Hampir seminggu erornya.. Keren emang strategi @bankbsi_id biar nasabahnya pada kabur.,0
2023-05-13 07:32:02+00:00,"@secgron @bankbsi_id payah, lagi2 konsumen yang jadi korban",0
2023-05-13 07:31:26+00:00,@bukanwitch @secgron @bankbsi_id Aku pindahin kmrn walau nilainya ga banyak. Males ribet ga bisa banking,0
2023-05-13 07:31:02+00:00,@bankbsi_id @MCAOps Sampai kan hal yang benar adanya donk. Jangan menipu publik. Saya juga dah seminggu ga bisa akses. Hancur perekonomian dibuat.,0
2023-05-13 07:29:01+00:00,"@bankbsi_id Yey terimakasih, tetap semangat BSI 💪",1
2023-05-13 07:28:33+00:00,"@bankbsi_id Ini bukan ketidaknyamanan, ini kehancuran sistem.",0
2023-05-13 07:28:19+00:00,@bankbsi_id @bosskiky Sekelas bank loh ini eror nya berhari2,0
2023-05-13 07:26:01+00:00,@PartaiSocmed @syahdan1968 Jd inget kmrn ke bank syariah sebelah BSI. Pengen pindah bank. 😀. Pelopor bank syariah pertama d ind. Percakapan kmrn ... Mrka menyadari... Bank syariah di indonesia.. dalam prakteknya belum ada yg murni syariah.. Mrka jujur ke nasabah 😀,0
2023-05-13 07:25:51+00:00,@bankbsi_id Parah banget sih klean,0
2023-05-13 07:24:19+00:00,@RochmatPurwanto @bankbsi_id Tp aku ke netbanking masih belum bisa loh. Masih error,0
2023-05-13 07:22:05+00:00,"@secgron @bankbsi_id Cyber security dan perlindungan pengguna di indo sangat memprihatinkan..

Kebobolan data sering kali terjadi, termasuk dlm dunia perbankan..",0
2023-05-13 07:19:21+00:00,@RochmatPurwanto @bankbsi_id Emg BSI sekarang sering Eror apakah Aman ya Nabung di BSI?? jd kwatir.. setiap hari cek saldo aja susah apa LG TF...,0
2023-05-13 07:19:21+00:00,Bank Syariah Indonesia (BSI) angkat bicara terkait isu kebocoran data nasabah akibat adanya serangan kelompok ransomware bernama LockBit 3.0. https://t.co/3eqVgb5NL1,0
2023-05-13 07:19:04+00:00,"Goodbye @bankbsi_id , welcome @BankMuamalat . Udah gw pindahin semua tabungan dan depositonya
 #bankbsi #bsi",0
2023-05-13 07:15:58+00:00,@secgron @bankbsi_id Gue punya 3 akun disini padahal 😭😂😭 bye banget lahhhhhh,0
2023-05-13 07:14:29+00:00,@ekowhyset @RochmatPurwanto @bankbsi_id Dah lah pindah bank sleman aja wkwk,0
2023-05-13 07:14:10+00:00,"di minggu yg sama ada dua aspek penting dalam hidup gue yg error-nya gak selesai-selesai, bank bsi dan lib ui T_T",0
2023-05-13 07:09:47+00:00,"sekelas bank bsi kena ransom, ini emang pegawainya yg kena soceng atau hekelnya yg jaog?",0
2023-05-13 07:08:27+00:00,@mazowski7 @RochmatPurwanto @bankbsi_id Elunya yg tolol. Goblok,0
2023-05-13 07:08:18+00:00,"@Rizkymaulanadrm @bankbsi_id Dipindah ke Bank lain, nggak nabung lagi di BSI 😁",0
2023-05-13 07:07:44+00:00,@bankbsi_id Kalian ngelola Bank BUMN sebesar ini seperti ngelola warung kelontong... Sudah berhari hari bermasalah... Woiii @erickthohir gerak dong.. urusan bgini saja kalian lambat...,0
2023-05-13 07:03:43+00:00,@bankbsi_id Sabtu 13 Mei 2023 jam 14.00WIB masih belum bisa untuk transfer min,0
2023-05-13 07:03:30+00:00,"@pikripik97 @__MRaZ @RochmatPurwanto @bankbsi_id Bisa banget, barusan habis tf masih lancar.",1
